,Station1_CO,Station1_NO2,Station1_NOx,Station1_PM10,Station1_SO2,Station2_CO,Station2_NO2,Station2_NOx,Station2_O3,Station2_PM10,Station2_SO2,temp,humidity,precip,precipcover,cloudcover,windspeed,visibility,is_heating_season,is_work_day,winddir_sin,winddir_cos,Date,year,month,day
979,333.0,21.3,45.3,16.0,4.5,310.0,15.8,19.8,39.9,15.0,1.4,18.0,84.2,3.281,41.67,87.0,14.1,18.7,1,1,-0.2062041853966294,0.9785089851017784,2016-09-06,2016,9,6
980,339.0,28.5,40.3,31.0,4.5,380.0,51.3,78.2,34.8,27.0,1.8,21.6,66.3,0.001,4.17,3.1,21.3,22.9,1,1,0.7649214009184317,0.6441236297613865,2016-09-07,2016,9,7
981,387.0,31.1,44.2,35.0,4.6,315.0,41.9,54.9,55.7,29.0,1.7,21.9,62.9,0.0,0.0,1.3,10.7,21.6,1,1,0.6743023875837234,0.7384553406258838,2016-09-08,2016,9,8
982,361.0,27.9,38.6,31.0,4.4,279.0,46.7,58.1,58.3,28.0,1.8,22.0,61.7,0.0,0.0,17.1,17.7,22.7,1,1,0.4524347093117827,0.8917975296052141,2016-09-09,2016,9,9
983,486.0,32.7,49.5,38.0,4.2,323.0,36.3,46.3,61.8,35.0,2.1,22.8,62.5,0.0,0.0,10.2,10.7,13.5,1,0,0.7205511116803304,0.693401828275813,2016-09-10,2016,9,10
984,391.0,19.2,24.7,33.0,3.9,254.0,34.0,46.2,54.4,29.0,1.9,22.9,66.3,0.0,0.0,20.0,10.9,20.1,1,0,0.5519369853120581,0.8338858220671682,2016-09-11,2016,9,11
985,590.0,50.5,103.1,44.0,3.9,278.0,23.4,43.6,48.9,34.0,2.4,22.1,68.7,0.011,8.33,15.2,8.2,19.1,1,0,0.9735789028731602,0.2283508701106558,2016-09-12,2016,9,12
986,492.0,39.9,83.3,31.0,3.4,221.0,19.9,30.2,39.2,23.0,1.6,19.7,78.6,3.897,16.67,34.4,17.7,12.7,1,1,0.599023598515586,-0.8007313709487334,2016-09-13,2016,9,13
987,496.0,39.0,81.3,35.0,3.0,300.0,29.5,45.5,46.5,25.0,1.4,20.0,74.6,0.001,4.17,4.9,17.6,16.5,1,1,0.5533915492433441,0.8329212407100994,2016-09-14,2016,9,14
988,433.0,32.8,48.5,32.0,2.6,215.0,31.4,36.5,59.9,28.0,1.0,20.8,66.2,0.0,0.0,16.7,14.2,17.5,1,1,0.6600016679609367,0.7512641335035112,2016-09-15,2016,9,15
989,550.0,60.2,115.3,52.0,3.2,224.0,19.8,21.8,59.2,42.0,5.5,21.0,69.5,0.0,0.0,30.7,17.9,12.7,1,1,0.0888942968664414,-0.9960410654107696,2016-09-16,2016,9,16
990,401.0,38.3,59.0,45.0,2.8,234.0,18.2,19.8,51.6,39.0,6.6,20.5,72.8,8.698,8.33,59.1,13.2,13.2,1,0,0.846193166127564,-0.5328762760707301,2016-09-17,2016,9,17
991,369.0,31.0,53.5,20.0,1.9,192.0,15.3,18.6,44.2,13.0,1.2,19.0,76.4,0.247,25.0,70.5,11.5,14.8,1,0,-0.4539904997395467,-0.8910065241883679,2016-09-18,2016,9,18
992,302.0,18.1,38.3,21.0,2.1,208.0,20.3,29.1,17.6,16.0,0.4,16.3,88.3,14.761,33.33,96.6,21.3,11.5,1,0,0.3239174181981493,0.9460853588275452,2016-09-19,2016,9,19
993,283.0,18.3,29.9,26.0,2.1,172.0,12.5,14.1,48.3,21.0,1.2,14.2,68.1,0.131,25.0,76.1,25.0,13.3,1,1,0.0784590957278449,0.996917333733128,2016-09-20,2016,9,20
994,287.0,23.2,33.9,19.0,1.9,200.0,18.6,22.1,44.3,14.0,1.2,12.2,63.0,0.0,0.0,38.6,17.9,23.9,1,1,-0.113203213767907,0.9935718556765876,2016-09-21,2016,9,21
995,551.0,33.3,117.1,26.0,2.4,345.0,21.4,48.6,28.4,18.0,1.3,11.7,69.8,0.029,16.67,48.5,17.5,16.6,1,1,0.3321611318837033,0.943222657947601,2016-09-22,2016,9,22
996,894.0,63.2,233.7,46.0,2.9,514.0,23.8,76.6,30.0,28.0,2.0,11.5,71.7,0.0,0.0,26.1,14.1,20.2,1,1,-0.5721458734455164,-0.820151875873772,2016-09-23,2016,9,23
997,575.0,44.7,88.1,31.0,2.1,349.0,25.1,42.6,36.2,23.0,1.6,12.7,70.4,0.0,0.0,37.4,10.7,15.0,1,0,0.0488497697956134,-0.998806137341434,2016-09-24,2016,9,24
998,332.0,18.3,24.2,18.0,1.5,290.0,20.9,24.0,49.1,14.0,1.3,14.5,68.9,0.005,8.33,49.4,17.7,22.1,1,0,0.3403795502130501,0.9402881270104188,2016-09-25,2016,9,25
999,369.0,29.4,43.6,19.0,1.5,325.0,47.8,79.7,34.7,16.0,1.2,13.6,65.7,0.0,0.0,18.0,17.6,25.1,1,0,0.6652303546543609,0.7466381822853914,2016-09-26,2016,9,26
1000,790.0,46.8,158.6,40.0,2.2,590.0,36.7,117.4,29.2,35.0,1.8,12.9,69.0,0.0,0.0,20.2,7.9,15.3,1,1,0.5372996083468239,0.8433914458128857,2016-09-27,2016,9,27
1001,572.0,60.0,130.2,35.0,2.2,294.0,13.0,26.7,51.6,23.0,2.0,13.4,69.1,0.0,0.0,43.0,18.0,21.1,1,1,-0.7095707365365207,-0.7046342099635949,2016-09-28,2016,9,28
1002,573.0,67.7,136.1,34.0,2.1,293.0,12.8,14.4,59.8,25.0,1.6,15.8,65.5,0.0,0.0,47.4,25.9,19.3,1,1,-0.3056953049631057,-0.9521293927421388,2016-09-29,2016,9,29
1003,692.0,83.1,164.6,53.0,3.1,400.0,29.5,39.6,57.8,38.0,3.7,17.2,65.3,0.0,0.0,6.6,14.3,14.3,1,1,0.0923705874465617,-0.995724698184582,2016-09-30,2016,9,30
1004,524.0,50.0,75.5,37.0,2.4,244.0,18.4,21.8,58.2,30.0,2.7,16.6,68.5,0.0,0.0,41.1,17.8,15.9,1,0,0.1890954429898915,-0.9819587126964436,2016-10-01,2016,10,1
1005,528.0,39.9,56.7,43.0,4.7,295.0,17.0,18.8,74.2,41.0,10.2,17.7,63.8,0.0,0.0,56.7,17.7,13.5,1,0,0.3891239501402064,-0.9211854055657211,2016-10-02,2016,10,2
1006,494.0,47.4,100.1,27.0,2.2,220.0,10.6,12.5,47.2,13.0,1.0,15.5,88.5,2.293,66.67,97.0,21.3,7.5,1,0,-0.9466492601156964,-0.3222656952305112,2016-10-03,2016,10,3
1007,421.0,33.0,83.1,10.0,1.8,222.0,8.5,10.7,38.0,5.0,0.5,10.9,89.3,2.343,45.83,92.4,32.1,9.1,1,1,-0.9348256763960142,-0.3551069624081377,2016-10-04,2016,10,4
1008,360.0,23.2,47.4,13.0,1.5,157.0,8.5,11.5,41.2,8.0,0.6,7.7,67.1,0.035,16.67,82.5,28.6,28.0,1,1,-0.6534206039901057,0.7569950556517562,2016-10-05,2016,10,5
1009,464.0,40.2,111.0,9.0,1.7,223.0,6.5,9.4,32.9,7.0,0.5,5.8,91.6,9.325,75.0,96.9,28.5,8.3,1,1,-0.1184039683065009,-0.9929655081065368,2016-10-06,2016,10,6
1010,448.0,28.2,79.1,16.0,1.8,352.0,18.6,31.1,13.9,13.0,0.9,6.8,84.8,1.048,12.5,73.2,14.4,12.1,1,1,-0.7581343361976522,0.6520984038303922,2016-10-07,2016,10,7
1011,477.0,31.0,61.8,21.0,2.0,354.0,16.6,25.2,30.3,20.0,1.6,7.1,76.8,0.0,0.0,40.0,10.8,15.8,1,0,-0.9284858268809136,0.3713678355502349,2016-10-08,2016,10,8
1012,815.0,40.3,104.1,37.0,2.4,788.0,16.8,46.7,29.3,37.0,1.8,7.5,79.3,0.0,0.0,53.3,14.2,16.1,1,0,-0.2079116908177595,-0.9781476007338056,2016-10-09,2016,10,9
1013,626.0,37.5,99.5,32.0,2.1,465.0,34.1,68.8,26.0,25.0,1.7,8.0,75.9,0.0,0.0,39.1,17.8,15.3,1,0,0.6743023875837234,0.7384553406258838,2016-10-10,2016,10,10
1014,465.0,22.2,58.4,23.0,1.8,394.0,22.9,33.3,17.3,21.0,1.0,8.2,83.1,0.324,16.67,89.4,24.7,14.5,1,1,0.61977903179514,0.784776370533083,2016-10-11,2016,10,11
1015,378.0,17.1,38.0,14.0,1.6,383.0,21.2,33.1,20.8,12.0,0.8,9.1,88.0,3.024,50.0,97.0,25.0,8.0,1,1,0.3502073812594674,0.9366721892483976,2016-10-12,2016,10,12
1016,345.0,16.6,33.2,12.0,1.9,313.0,18.3,25.2,24.0,10.0,1.5,8.5,78.7,0.391,16.67,93.5,14.0,17.3,1,1,-0.3713678355502353,0.9284858268809132,2016-10-13,2016,10,13
1017,423.0,25.5,60.7,20.0,1.9,378.0,21.6,37.1,27.2,16.0,1.3,7.7,77.0,0.0,0.0,79.4,14.2,15.2,1,1,0.7581343361976521,0.6520984038303922,2016-10-14,2016,10,14
1018,633.0,38.9,110.3,28.0,2.3,576.0,24.4,43.5,23.7,31.0,2.4,11.6,73.6,1.931,8.33,69.3,10.8,15.4,1,0,0.9799247046208296,0.1993679344171972,2016-10-15,2016,10,15
1019,424.0,20.3,40.7,22.0,2.2,424.0,12.4,18.2,15.5,21.0,1.7,11.0,89.4,2.073,70.83,98.8,14.0,9.4,1,0,-0.53287627607073,0.846193166127564,2016-10-16,2016,10,16
1020,509.0,34.6,130.3,13.0,2.3,322.0,12.1,16.8,18.1,10.0,1.0,9.0,95.1,3.687,70.83,98.7,14.4,4.1,1,0,0.9727758782093966,-0.2317479034941573,2016-10-17,2016,10,17
1021,399.0,21.6,58.1,24.0,1.9,348.0,25.2,39.9,10.9,21.0,1.0,8.6,87.0,0.104,4.17,93.3,10.6,15.1,1,1,0.7954734808548959,0.605988400265711,2016-10-18,2016,10,18
1022,633.0,38.5,121.7,39.0,2.6,530.0,20.6,36.7,11.2,32.0,1.5,9.6,84.2,0.0,0.0,97.3,7.2,8.7,1,1,0.9785089851017784,0.2062041853966296,2016-10-19,2016,10,19
1023,536.0,34.0,95.0,32.0,2.4,362.0,17.9,26.4,23.3,25.0,2.0,10.8,77.8,0.0,0.0,84.3,10.7,16.1,1,1,0.9927573419294456,-0.1201368388346471,2016-10-20,2016,10,20
1024,504.0,29.6,75.7,23.0,1.9,436.0,26.8,41.3,10.9,21.0,1.3,10.3,91.8,5.929,37.5,97.8,10.8,8.5,1,1,0.9316912275855488,0.3632512304729783,2016-10-21,2016,10,21
1025,581.0,44.7,105.3,20.0,2.3,447.0,14.1,21.7,29.0,18.0,2.4,10.0,86.8,21.302,54.17,59.4,17.9,11.9,1,0,-0.3370952584230819,-0.941470544812038,2016-10-22,2016,10,22
1026,506.0,19.6,35.3,22.0,2.0,480.0,20.4,30.0,19.3,21.0,1.7,8.8,87.9,0.0,0.0,57.9,10.6,8.0,1,0,0.8694949295052189,0.493941866584231,2016-10-23,2016,10,23
1027,673.0,42.0,126.7,34.0,2.9,541.0,26.1,49.5,13.3,35.0,3.3,11.2,86.8,0.0,0.0,70.3,10.8,12.0,1,0,0.894934361602025,-0.4461978131098088,2016-10-24,2016,10,24
1028,676.0,51.8,154.8,41.0,3.3,482.0,21.2,46.9,20.6,31.0,2.6,14.3,81.5,0.01,8.33,91.5,14.3,13.3,1,1,0.3859060423243185,-0.9225380894562464,2016-10-25,2016,10,25
1029,328.0,19.6,36.2,19.0,2.2,285.0,13.1,17.5,32.0,16.0,1.4,11.2,80.1,9.396,45.83,65.7,31.9,11.2,1,1,0.0226873335727813,0.9997426093226984,2016-10-26,2016,10,26
1030,344.0,22.4,38.2,19.0,2.5,234.0,20.4,26.7,34.2,17.0,2.2,7.5,65.7,0.0,0.0,56.7,24.6,16.9,1,1,0.1788022151163496,0.9838850379335417,2016-10-27,2016,10,27
1031,456.0,42.3,91.5,28.0,3.8,367.0,23.8,37.3,29.5,25.0,4.0,5.8,71.5,0.0,0.0,26.7,14.2,14.8,1,1,-0.478691857940607,0.8779829754279804,2016-10-28,2016,10,28
1032,563.0,39.5,88.1,35.0,2.5,440.0,16.0,23.6,21.2,30.0,2.4,7.4,86.4,0.007,12.5,89.8,18.1,7.6,1,0,0.0052359638314198,-0.9999862922474267,2016-10-29,2016,10,29
1033,639.0,45.9,112.3,27.0,2.5,429.0,25.9,39.1,29.5,20.0,1.5,6.2,75.8,0.097,8.33,49.2,11.0,15.4,1,0,-0.9990482215818578,0.0436193873653357,2016-10-30,2016,10,30
1034,541.0,39.5,89.6,25.0,2.6,422.0,21.7,33.1,33.9,23.0,2.1,4.8,71.8,0.289,4.17,34.1,14.3,22.2,1,0,-0.8853936257544159,0.4648420457246195,2016-10-31,2016,10,31
1035,464.0,39.8,73.3,26.0,2.8,312.0,11.9,15.2,35.0,22.0,2.0,6.7,74.4,0.0,0.0,80.1,14.5,13.1,1,1,-0.1097343110910454,-0.9939609554551796,2016-11-01,2016,11,1
1036,433.0,39.6,89.2,28.0,5.1,279.0,13.3,15.7,39.1,22.0,5.4,8.5,71.7,0.005,8.33,74.3,25.0,19.9,1,1,-0.5906056676199251,-0.8069603121438021,2016-11-02,2016,11,2
1037,538.0,30.9,63.0,26.0,2.6,399.0,40.4,54.6,20.3,20.0,1.7,6.2,72.8,0.007,8.33,71.2,21.3,18.2,1,1,-0.9993908270190958,0.0348994967025012,2016-11-03,2016,11,3
1038,962.0,62.9,189.0,54.0,2.9,848.0,64.4,113.7,7.1,49.0,1.8,2.1,75.2,0.0,0.0,52.3,10.8,16.4,1,1,0.5015107371594573,-0.8651514205697045,2016-11-04,2016,11,4
1039,642.0,42.6,92.8,35.0,2.7,578.0,61.5,76.4,7.2,30.0,2.6,3.8,76.9,0.03,20.83,73.6,21.5,11.8,1,0,0.9727758782093966,-0.2317479034941573,2016-11-05,2016,11,5
1040,278.0,25.2,47.6,17.0,2.7,276.0,32.6,40.0,19.6,11.0,1.6,12.5,85.8,8.859,58.33,97.7,35.8,15.8,1,0,0.0540788129847751,-0.9985366703262116,2016-11-06,2016,11,6
1041,573.0,45.1,131.1,25.0,2.3,442.0,45.3,54.9,8.7,18.0,1.3,8.2,87.4,10.952,29.17,92.9,28.6,12.0,1,0,-0.5721458734455164,-0.820151875873772,2016-11-07,2016,11,7
1042,486.0,25.7,55.5,25.0,1.7,513.0,60.7,86.2,2.0,20.0,1.3,5.4,89.1,0.0,0.0,96.2,17.8,5.8,1,1,0.3023698907504445,0.953190667792947,2016-11-08,2016,11,8
1043,623.0,33.8,102.5,27.0,2.1,649.0,57.1,86.5,3.0,30.0,1.3,4.8,89.3,3.587,54.17,90.7,14.3,4.3,1,1,-0.3665012267242972,0.9304175679820246,2016-11-09,2016,11,9
1044,637.0,47.9,139.7,32.0,2.4,539.0,53.9,65.3,4.3,24.0,1.3,2.1,89.4,0.001,4.17,79.1,14.4,6.0,1,1,-0.0174524064372836,-0.9998476951563912,2016-11-10,2016,11,10
1045,639.0,52.0,133.0,37.0,8.9,588.0,62.9,84.4,10.6,30.0,4.9,4.3,73.5,0.001,4.17,40.9,14.3,20.7,1,1,0.6211477802783105,-0.7836934573258397,2016-11-11,2016,11,11
1046,374.0,15.4,25.8,16.0,1.7,399.0,70.6,82.7,6.9,13.0,1.3,3.8,86.9,11.138,58.33,94.9,28.5,8.3,1,0,0.4802234974431889,0.8771461637055887,2016-11-12,2016,11,12
1047,300.0,9.1,12.5,10.0,1.8,272.0,52.0,56.8,19.9,10.0,1.0,1.4,70.1,1.107,41.67,71.8,35.8,16.0,1,0,-0.3056953049631061,0.9521293927421386,2016-11-13,2016,11,13
1048,376.0,24.4,40.5,17.0,2.0,409.0,61.8,67.9,13.6,15.0,1.2,1.6,72.2,0.0,0.0,85.6,17.9,17.2,1,0,-0.0993197497436392,0.9950555699612262,2016-11-14,2016,11,14
1049,708.0,51.2,133.0,40.0,2.9,596.0,72.9,98.2,9.7,30.0,1.8,-0.5,77.4,0.0,0.0,22.0,14.0,12.9,1,1,-0.7954734808548958,0.6059884002657112,2016-11-15,2016,11,15
1050,529.0,50.0,123.0,30.0,2.6,450.0,57.2,63.4,13.4,21.0,2.0,0.4,85.3,0.008,8.33,98.6,14.3,9.5,1,1,0.1443562010009736,-0.9895257890689694,2016-11-16,2016,11,16
1051,594.0,36.4,97.4,29.0,3.1,561.0,58.0,65.8,7.3,27.0,1.9,2.1,93.7,1.781,33.33,95.6,14.3,4.5,1,1,0.9937679191605964,-0.1114689322063255,2016-11-17,2016,11,17
1052,525.0,45.6,115.8,35.0,6.8,532.0,55.0,66.6,14.4,30.0,4.5,7.0,77.6,0.001,4.17,63.4,21.4,17.7,1,1,0.6401096994849558,-0.7682835235935231,2016-11-18,2016,11,18
1053,525.0,42.9,94.8,37.0,3.5,471.0,53.2,68.7,20.1,29.0,2.5,11.2,64.9,0.0,0.0,30.9,17.8,16.0,1,0,0.4162807922604012,-0.9092361090470684,2016-11-19,2016,11,19
1054,652.0,59.4,151.5,39.0,3.2,670.0,57.5,85.6,20.1,36.0,2.1,8.9,75.5,0.0,0.0,30.2,14.6,20.9,1,0,0.4663866403398913,-0.8845809752150839,2016-11-20,2016,11,20
1055,1559.0,64.5,283.1,85.0,3.6,1381.0,70.6,200.5,20.1,67.0,2.8,7.1,82.0,0.0,0.0,0.0,8.9,9.2,1,0,0.9975640502598242,-0.0697564737441253,2016-11-21,2016,11,21
1056,2202.0,72.9,328.8,107.0,4.6,1748.0,72.8,295.3,4.8,84.0,3.6,5.5,82.2,0.0,0.0,0.7,10.6,8.2,1,1,0.8358073613682703,0.5490228179981317,2016-11-22,2016,11,22
1057,1854.0,77.1,338.2,98.0,4.4,2486.0,67.2,330.1,2.0,109.0,4.9,2.9,87.4,0.0,0.0,13.0,13.0,4.9,1,1,0.1873813145857246,0.9822872507286888,2016-11-23,2016,11,23
1058,1236.0,46.2,127.2,78.0,2.7,1248.0,71.7,138.8,1.3,61.0,3.4,1.2,93.1,0.0,0.0,23.6,7.2,2.4,1,1,0.9310558158625284,0.3648767843376198,2016-11-24,2016,11,24
1059,858.0,34.1,73.8,59.0,2.2,941.0,68.7,99.1,1.3,53.0,2.6,3.7,89.4,0.79,25.0,69.6,17.6,4.5,1,1,0.5891963573533421,0.8079898838980305,2016-11-25,2016,11,25
1060,1089.0,43.7,132.0,58.0,2.7,1089.0,65.4,130.7,1.3,57.0,3.0,4.4,87.7,0.097,8.33,8.3,17.6,6.4,1,0,0.6832737736807992,0.7301622766207523,2016-11-26,2016,11,26
1061,540.0,32.4,73.1,29.0,3.2,546.0,51.0,61.3,3.1,23.0,2.6,4.6,93.1,1.066,50.0,96.2,18.0,4.5,1,0,-0.355106962408137,-0.9348256763960144,2016-11-27,2016,11,27
1062,450.0,39.8,89.6,16.0,2.2,475.0,62.6,83.4,12.5,16.0,2.1,1.6,82.2,0.712,29.17,81.1,21.1,14.3,1,0,-0.5562956155003047,0.8309844692743283,2016-11-28,2016,11,28
1063,352.0,30.1,52.9,19.0,2.4,389.0,63.6,70.1,14.8,18.0,2.4,0.0,62.9,0.0,0.0,45.6,17.8,22.9,1,1,-0.1976573403791255,0.980271174621722,2016-11-29,2016,11,29
1064,449.0,44.8,111.9,28.0,3.0,388.0,59.5,73.4,13.7,19.0,2.3,0.9,75.8,0.001,4.17,85.6,21.6,11.7,1,1,-0.5533915492433439,-0.8329212407100997,2016-11-30,2016,11,30
1065,472.0,50.5,151.0,23.0,2.0,403.0,56.5,64.5,7.5,13.0,2.3,0.6,88.3,0.324,50.0,92.5,21.7,5.2,1,1,-0.3534748437792567,-0.9354440308298676,2016-12-01,2016,12,1
1066,508.0,39.9,108.3,24.0,1.6,466.0,56.6,70.3,14.2,18.0,2.2,3.3,71.1,0.017,33.33,55.7,39.0,18.3,1,1,-0.9890158633619168,0.1478094111296109,2016-12-02,2016,12,2
1067,635.0,57.3,145.3,29.0,2.0,551.0,62.5,76.0,5.5,26.0,2.5,-1.7,84.2,0.0,0.0,12.0,14.6,12.7,1,0,-0.1443562010009734,-0.9895257890689694,2016-12-03,2016,12,3
1068,1474.0,66.6,223.3,85.0,2.5,1424.0,69.6,136.5,5.2,74.0,4.0,-2.8,87.9,0.0,0.0,20.3,10.9,7.4,1,0,0.0488497697956134,-0.998806137341434,2016-12-04,2016,12,4
1069,1196.0,50.0,121.4,82.0,1.9,1229.0,75.7,140.9,2.3,64.0,4.2,-3.6,88.1,0.0,0.0,33.1,10.6,4.6,1,0,0.5475632234925503,0.8367643134589616,2016-12-05,2016,12,5
1070,907.0,42.6,104.7,63.0,2.8,770.0,66.4,88.6,4.4,42.0,3.5,-4.8,93.5,0.0,0.0,63.5,7.2,2.3,1,1,-0.9297764858882512,0.3681245526846782,2016-12-06,2016,12,6
1071,791.0,55.8,167.2,65.0,2.2,655.0,59.9,81.4,5.8,46.0,2.9,-3.8,94.9,0.0,0.0,90.8,11.0,1.0,1,1,-0.3518416484047015,-0.9360595357389734,2016-12-07,2016,12,7
1072,665.0,62.9,172.1,55.0,5.4,574.0,55.4,62.3,10.6,40.0,4.2,-2.3,91.4,0.0,0.0,72.8,18.0,5.0,1,1,-0.3056953049631057,-0.9521293927421388,2016-12-08,2016,12,8
1073,797.0,41.3,125.1,74.0,3.4,699.0,58.2,68.9,3.8,55.0,4.7,-2.6,93.9,0.0,0.0,68.9,14.2,4.1,1,1,-0.4383711467890774,-0.8987940462991669,2016-12-09,2016,12,9
1074,920.0,36.6,104.6,68.0,2.4,942.0,56.0,75.0,2.1,53.0,5.0,-0.3,93.7,0.0,0.0,94.0,18.0,4.2,1,0,0.5533915492433441,-0.8329212407100994,2016-12-10,2016,12,10
1075,653.0,38.9,88.3,50.0,3.8,630.0,49.8,56.5,11.3,40.0,4.5,3.1,82.9,0.0,0.0,68.5,25.2,11.5,1,0,-0.5165333288666417,-0.8562670846003283,2016-12-11,2016,12,11
1076,434.0,41.0,128.5,15.0,2.6,353.0,54.0,65.9,11.5,7.0,3.4,2.7,78.6,0.808,12.5,75.1,39.2,16.5,1,0,-0.6115270401858313,0.7912235329674899,2016-12-12,2016,12,12
1077,687.0,49.8,135.5,43.0,3.0,605.0,62.7,79.2,13.5,29.0,3.8,-3.7,65.3,0.0,0.0,7.5,28.5,23.2,1,1,0.2010779211459646,0.979575249599344,2016-12-13,2016,12,13
1078,683.0,55.7,138.0,42.0,10.1,570.0,61.6,71.7,6.9,26.0,6.4,-4.6,84.7,0.599,16.67,73.0,14.2,8.0,1,1,0.3370952584230821,-0.941470544812038,2016-12-14,2016,12,14
1079,619.0,36.3,73.8,48.0,7.1,562.0,71.3,89.8,2.3,35.0,6.6,-2.6,90.4,0.292,16.67,96.9,7.2,3.9,1,1,-0.9865721616069696,0.1633259622416216,2016-12-15,2016,12,15
1080,836.0,44.2,123.6,56.0,2.3,829.0,67.4,86.3,3.5,49.0,5.0,-5.0,93.0,0.135,4.17,64.4,14.1,1.8,1,1,0.9472102777460288,0.3206129905856764,2016-12-16,2016,12,16
1081,540.0,35.7,80.3,37.0,1.6,551.0,45.6,49.9,15.3,34.0,4.0,-5.2,93.6,0.068,4.17,100.0,10.9,2.2,1,0,-0.2469990127227432,-0.9690157314068696,2016-12-17,2016,12,17
1082,483.0,27.1,51.9,46.0,2.2,446.0,50.4,55.0,15.7,38.0,3.6,-4.2,94.3,0.068,4.17,100.0,10.7,3.2,1,0,-0.6819983600624984,-0.7313537016191706,2016-12-18,2016,12,18
1083,532.0,27.0,62.9,43.0,1.6,492.0,60.5,68.5,5.5,36.0,2.8,-3.2,94.8,0.068,4.17,99.5,8.4,2.9,1,0,-0.7901550123756901,0.6129070536529769,2016-12-19,2016,12,19
1084,512.0,22.1,49.8,30.0,1.6,516.0,61.4,68.7,6.8,23.0,3.3,-4.2,94.7,0.068,4.17,100.0,7.3,2.8,1,1,-0.751264133503511,0.660001667960937,2016-12-20,2016,12,20
1085,596.0,39.2,104.8,45.0,2.5,492.0,60.0,65.7,10.2,33.0,3.5,-3.1,95.2,0.068,4.17,100.0,7.1,3.1,1,1,-0.9505157316277836,-0.3106764296307318,2016-12-21,2016,12,21
1086,578.0,30.7,60.3,46.0,2.1,539.0,65.7,71.8,9.3,34.0,3.5,-4.0,94.7,0.068,4.17,100.0,7.6,1.7,1,1,-0.7547095802227722,0.656059028990507,2016-12-22,2016,12,22
1087,578.0,33.8,75.0,53.0,2.2,513.0,58.3,65.1,10.1,45.0,3.1,-4.2,94.3,0.068,4.17,99.2,6.4,3.4,1,1,-0.987136265072988,0.1598811876918344,2016-12-23,2016,12,23
1088,593.0,26.9,59.8,40.0,1.8,731.0,55.0,61.6,8.3,32.0,3.2,-4.0,94.2,0.007,12.5,99.5,14.3,3.6,1,0,-0.0505929400767131,-0.9987193571841864,2016-12-24,2016,12,24
1089,659.0,20.7,55.3,32.0,1.9,638.0,50.6,58.5,5.6,26.0,2.9,-1.9,96.5,0.072,12.5,98.6,17.9,2.7,1,0,0.1443562010009736,-0.9895257890689694,2016-12-25,2016,12,25
1090,767.0,26.8,70.3,35.0,1.8,856.0,55.1,66.4,2.2,33.0,3.2,1.0,96.9,0.005,20.83,98.9,14.4,3.1,1,0,0.2756373558169992,-0.9612616959383188,2016-12-26,2016,12,26
1091,532.0,25.3,66.3,20.0,2.0,435.0,34.2,43.0,22.6,12.0,3.2,2.0,85.4,0.003,12.5,71.7,25.1,12.2,1,1,-0.9719610005785462,-0.2351421131025905,2016-12-27,2016,12,27
1092,288.0,14.6,25.3,11.0,1.5,274.0,14.7,18.2,49.1,8.0,3.0,1.2,71.8,0.003,12.5,47.7,24.8,17.0,1,1,-0.4555449072335156,0.8902128046111265,2016-12-28,2016,12,28
1093,324.0,17.2,29.8,13.0,1.6,403.0,17.0,22.1,46.4,13.0,4.2,-0.1,71.1,0.0,0.0,27.1,28.9,29.4,1,1,0.0627905195293133,0.9980267284282716,2016-12-29,2016,12,29
1094,830.0,39.5,98.8,45.0,2.8,759.0,54.3,89.2,23.0,38.0,4.0,-2.2,67.9,0.0,0.0,12.2,17.7,15.2,1,1,0.3239174181981493,0.9460853588275452,2016-12-30,2016,12,30
1095,1857.0,72.8,201.7,102.0,4.1,1772.0,64.1,125.7,5.9,93.0,6.7,-5.3,84.6,0.0,0.0,20.3,10.6,7.7,1,0,0.2096185629038216,-0.9777832367586062,2016-12-31,2016,12,31
1096,1195.0,39.4,89.2,83.0,2.9,1329.0,22.52,19.380000000000003,5.9,77.0,10.2,-5.9,90.3,0.0,0.0,28.9,10.7,5.2,1,0,0.8059282822485158,-0.5920131787992196,2017-01-01,2017,1,1
1097,1089.0,42.3,107.3,86.0,4.7,1024.0,25.08,33.2,5.9,68.0,7.5,-6.0,87.6,0.0,0.0,26.4,12.4,4.1,1,0,-0.7760464070665458,-0.6306758074312865,2017-01-02,2017,1,2
1098,928.0,41.0,112.0,90.0,5.7,792.0,34.36,37.82,5.9,70.0,7.4,-3.7,88.8,0.0,0.0,81.6,21.8,2.5,1,1,-0.4524347093117827,-0.8917975296052141,2017-01-03,2017,1,3
1099,627.0,41.4,105.0,30.0,5.9,484.0,14.94,40.32000000000001,5.9,17.0,7.4,-2.1,86.0,0.023,20.83,85.2,35.8,11.3,1,1,-0.3534748437792567,-0.9354440308298676,2017-01-04,2017,1,4
1100,547.0,31.2,90.2,18.0,3.1,495.0,17.52,30.82,5.9,21.0,4.1,-3.5,75.4,0.005,4.17,62.1,38.9,14.2,1,1,-0.1287955965775621,0.9916711623830904,2017-01-05,2017,1,5
1101,465.0,11.7,19.4,59.0,5.5,454.0,13.34,15.98,5.9,83.0,4.1,-10.5,57.2,0.0,0.0,50.7,39.2,12.3,1,1,0.0645323082529579,0.997915618272179,2017-01-06,2017,1,6
