,Station1_CO,Station1_NO2,Station1_NOx,Station1_PM10,Station1_SO2,Station2_CO,Station2_NO2,Station2_NOx,Station2_O3,Station2_PM10,Station2_SO2,temp,humidity,precip,precipcover,cloudcover,windspeed,visibility,is_heating_season,is_work_day,winddir_sin,winddir_cos,Date,year,month,day
854,316.0,28.5,42.1,23.0,2.5,280.0,22.3,24.6,77.8,22.0,4.7,16.1,50.8,0.0,0.0,90.4,25.0,19.8,0,1,0.3971478906347805,0.9177546256839813,2016-05-04,2016,5,4
855,282.0,25.0,37.1,22.0,2.1,291.0,15.9,18.8,88.1,20.0,2.9,17.0,50.7,0.098,8.33,33.6,32.2,18.4,0,1,0.3729877825758089,0.92783625389892,2016-05-05,2016,5,5
856,274.0,28.0,41.7,17.0,2.0,241.0,18.4,22.9,81.8,15.0,1.9,16.9,50.7,0.002,4.17,19.6,24.9,23.3,0,1,0.3040330609254902,0.9526614812535864,2016-05-06,2016,5,6
857,264.0,21.9,30.9,16.0,2.0,224.0,18.9,22.7,85.0,15.0,2.2,15.2,44.9,0.0,0.0,35.5,25.1,24.5,0,0,0.4832823832550023,0.8754645270000179,2016-05-07,2016,5,7
858,285.0,23.9,33.4,13.0,1.5,273.0,22.2,28.0,73.2,12.0,1.4,13.0,64.3,0.579,4.17,53.9,17.9,23.3,0,0,0.8358073613682703,0.5490228179981317,2016-05-08,2016,5,8
859,379.0,41.9,71.3,17.0,1.7,303.0,21.7,28.0,67.8,15.0,1.5,13.0,67.7,0.272,12.5,45.8,17.5,24.4,0,0,0.9966373868180366,0.0819385086300409,2016-05-09,2016,5,9
860,390.0,45.6,77.3,18.0,1.9,241.0,14.7,18.2,77.0,16.0,1.9,15.0,60.2,0.0,0.0,40.5,10.8,18.7,0,1,0.995724698184582,0.0923705874465616,2016-05-10,2016,5,10
861,446.0,51.2,96.4,26.0,2.5,314.0,22.2,28.9,63.9,21.0,2.5,15.2,73.0,2.907,8.33,64.6,13.0,13.0,0,1,0.9626917464264788,0.2706004459758637,2016-05-11,2016,5,11
862,412.0,49.8,88.6,24.0,2.0,260.0,17.4,26.1,60.9,21.0,1.6,16.6,72.7,0.488,12.5,51.7,14.4,20.2,0,1,0.8964864303834406,-0.4430711908241795,2016-05-12,2016,5,12
863,513.0,53.1,108.8,16.0,2.5,185.0,5.2,7.7,71.8,10.0,1.3,16.8,76.7,19.064,41.67,72.0,29.0,19.9,0,1,-0.4756242090702753,-0.8796485728666165,2016-05-13,2016,5,13
864,509.0,39.1,62.4,11.0,2.8,231.0,7.9,10.3,68.4,9.0,1.4,15.2,79.3,0.833,37.5,83.7,28.6,19.4,0,0,-0.4954586684324071,-0.8686315144381914,2016-05-14,2016,5,14
865,428.0,20.6,27.6,15.0,2.7,255.0,10.5,13.1,61.3,13.0,1.4,12.8,87.6,11.74,50.0,95.5,14.2,11.9,0,0,-0.4162807922604013,0.9092361090470684,2016-05-15,2016,5,15
866,459.0,28.0,47.4,13.0,2.8,175.0,8.0,11.3,62.0,11.0,1.6,11.3,74.1,2.965,20.83,78.0,17.7,14.2,0,0,-0.8972583696743284,-0.4415058527917453,2016-05-16,2016,5,16
867,477.0,40.4,80.2,14.0,2.9,205.0,8.7,12.3,62.8,11.0,1.5,10.0,67.9,0.141,12.5,43.2,28.3,18.8,0,1,-0.9455185755993168,-0.3255681544571566,2016-05-17,2016,5,17
868,514.0,44.1,93.3,18.0,3.0,245.0,10.5,13.9,58.2,14.0,1.6,10.7,74.4,0.121,16.67,75.8,21.3,15.9,0,1,-0.891797529605214,-0.452434709311783,2016-05-18,2016,5,18
869,380.0,38.7,70.9,21.0,2.2,245.0,16.3,20.6,63.5,15.0,1.6,12.6,69.0,0.0,0.0,68.6,14.1,18.4,0,1,0.996917333733128,0.078459095727845,2016-05-19,2016,5,19
870,247.0,38.8,53.0,20.0,1.6,232.0,25.2,34.0,79.2,16.0,1.8,15.3,55.7,0.0,0.0,33.8,14.3,20.9,0,1,0.4786918579406068,0.8779829754279805,2016-05-20,2016,5,20
871,244.0,34.1,40.5,22.0,1.8,233.0,21.9,25.3,93.7,21.0,2.3,18.0,47.2,0.0,0.0,7.4,17.9,27.4,0,0,0.2621891786408647,0.9650164944723114,2016-05-21,2016,5,21
872,394.0,49.5,81.4,33.0,1.6,307.0,24.4,31.1,74.4,27.0,2.0,18.9,57.0,0.0,0.0,12.6,8.3,17.2,0,0,0.9191353392552344,-0.3939419095909511,2016-05-22,2016,5,22
873,400.0,63.4,111.8,33.0,1.9,219.0,17.6,20.4,74.8,22.0,2.4,20.3,56.9,0.0,0.0,18.0,10.8,25.5,0,0,0.5461019610144292,-0.8377187166204387,2016-05-23,2016,5,23
874,339.0,51.8,92.5,24.0,2.1,251.0,8.9,11.1,69.9,19.0,2.4,17.4,74.1,2.216,29.17,67.3,28.2,20.1,0,1,-0.0069812602979614,-0.9999756307053947,2016-05-24,2016,5,24
875,249.0,29.7,47.0,17.0,1.9,242.0,13.8,16.9,65.1,18.0,1.6,17.3,70.3,7.233,25.0,61.9,31.6,14.7,0,1,0.0471064507096426,0.99888987496197,2016-05-25,2016,5,25
876,244.0,31.3,43.0,16.0,1.6,293.0,14.0,16.2,79.4,15.0,1.7,19.0,58.6,0.0,0.0,22.7,21.2,20.7,0,1,-0.1079993557060225,0.9941509639723154,2016-05-26,2016,5,26
877,350.0,38.1,60.7,24.0,1.8,263.0,19.8,22.6,77.9,18.0,1.8,20.6,55.9,0.0,0.0,31.1,10.7,25.9,0,1,0.0471064507096426,0.99888987496197,2016-05-27,2016,5,27
878,408.0,45.7,71.4,24.0,1.9,209.0,14.9,17.2,78.7,19.0,1.7,21.4,58.4,0.0,0.0,35.3,10.5,18.1,0,0,0.9755345439458566,-0.2198462043528374,2016-05-28,2016,5,28
879,356.0,33.8,46.5,20.0,1.8,241.0,9.6,10.9,82.2,16.0,1.7,22.8,56.0,0.0,0.0,58.7,10.7,27.0,0,0,0.9999939076577904,0.0034906514152237,2016-05-29,2016,5,29
880,403.0,37.1,75.0,27.0,2.0,240.0,15.2,18.2,65.1,21.0,1.8,21.4,69.8,0.78,20.83,59.1,17.7,22.3,0,0,-0.34037955021305,0.940288127010419,2016-05-30,2016,5,30
881,372.0,51.0,93.2,21.0,2.1,190.0,7.7,9.2,68.9,14.0,1.4,21.0,59.2,0.001,4.17,39.3,25.0,17.0,0,1,-0.6959127965923143,-0.7181262977631889,2016-05-31,2016,5,31
882,403.0,44.6,100.8,19.0,1.9,178.0,16.9,24.1,57.0,14.0,1.6,17.6,72.6,1.944,12.5,55.0,35.1,23.4,0,1,-0.0749787268263278,-0.9971851335251156,2016-06-01,2016,6,1
883,343.0,33.8,70.3,14.0,2.2,218.0,15.8,19.3,44.2,10.0,1.4,16.8,86.1,29.893,41.67,84.2,14.3,11.8,0,1,0.7181262977631888,0.6959127965923143,2016-06-02,2016,6,2
884,284.0,26.2,47.6,13.0,2.0,239.0,18.3,22.8,42.0,11.0,1.4,17.6,85.1,0.785,16.67,81.7,14.3,17.4,0,1,0.2789911060392293,0.9602936856769432,2016-06-03,2016,6,3
885,274.0,21.6,35.1,15.0,1.9,237.0,17.6,22.0,46.2,13.0,1.3,19.2,74.8,5.788,4.17,76.8,14.2,16.4,0,0,0.7132504491541816,0.7009092642998509,2016-06-04,2016,6,4
886,318.0,29.6,49.1,15.0,1.8,200.0,7.2,8.7,53.4,11.0,1.3,19.3,79.8,0.012,16.67,80.2,17.5,23.1,0,0,-0.4477590878387695,-0.8941542368393682,2016-06-05,2016,6,5
887,208.0,26.4,40.8,17.0,1.9,158.0,13.1,15.4,72.6,15.0,1.5,18.5,55.9,0.003,4.17,12.2,32.0,21.7,0,0,0.1409012319375826,0.9900236577165576,2016-06-06,2016,6,6
888,205.0,24.7,35.9,15.0,1.8,157.0,11.3,13.1,78.7,14.0,1.7,16.6,46.1,0.0,0.0,7.5,24.9,28.6,0,1,0.1633259622416222,0.9865721616069694,2016-06-07,2016,6,7
889,277.0,40.6,57.9,21.0,1.5,181.0,9.9,11.3,83.1,15.0,1.7,17.1,48.6,0.0,0.0,15.0,14.3,25.1,0,1,-0.3599968081200516,0.9329535348254888,2016-06-08,2016,6,8
890,367.0,56.3,93.2,27.0,1.9,206.0,11.3,12.6,85.7,20.0,2.5,18.8,59.2,0.003,4.17,32.7,17.7,15.5,0,1,-0.6387678175155975,-0.7693995550468952,2016-06-09,2016,6,9
891,332.0,39.0,62.2,21.0,1.6,210.0,14.9,17.4,70.2,15.0,1.7,18.6,70.8,2.013,16.67,68.4,10.9,22.1,0,1,-0.8737722230354651,0.4863353804234906,2016-06-10,2016,6,10
892,302.0,38.0,58.0,19.0,1.5,196.0,6.8,8.2,71.3,13.0,1.4,17.5,77.0,0.783,12.5,69.3,25.0,18.5,0,0,-0.1753667260919871,-0.9845031799744366,2016-06-11,2016,6,11
893,238.0,20.3,28.2,11.0,1.2,204.0,8.5,10.3,59.3,10.0,1.2,16.4,87.2,6.292,54.17,95.6,17.7,17.0,0,0,0.917060074385124,0.3987490689252462,2016-06-12,2016,6,12
894,335.0,25.5,64.2,13.0,1.7,266.0,17.9,22.1,35.8,9.0,1.2,17.2,91.1,5.223,62.5,98.3,14.1,10.0,0,0,0.6665324702494524,0.7454759996828623,2016-06-13,2016,6,13
895,309.0,26.1,45.9,14.0,1.6,241.0,9.9,12.0,53.7,11.0,1.3,18.7,81.0,7.449,37.5,85.5,24.6,15.6,0,1,0.1993679344171972,0.9799247046208296,2016-06-14,2016,6,14
896,390.0,40.7,90.6,16.0,1.8,233.0,7.8,9.4,49.1,12.0,1.3,17.5,86.4,26.36,29.17,57.1,35.4,12.1,0,1,-0.2469990127227432,-0.9690157314068696,2016-06-15,2016,6,15
897,359.0,41.9,84.5,18.0,1.7,240.0,5.4,6.9,56.2,14.0,1.4,20.7,73.8,0.0,0.0,32.8,21.5,19.1,0,1,0.1890954429898915,-0.9819587126964436,2016-06-16,2016,6,16
898,356.0,42.1,75.8,36.0,1.8,242.0,8.5,10.6,61.4,30.0,2.1,24.8,63.8,0.702,20.83,37.8,32.5,23.5,0,1,-0.4115143586051089,-0.9114032766354452,2016-06-17,2016,6,17
899,297.0,29.9,42.0,18.0,1.6,184.0,6.3,7.5,69.8,14.0,1.4,22.1,65.4,0.111,20.83,34.0,14.3,18.5,0,0,-0.2402280424772636,-0.9707164815781908,2016-06-18,2016,6,18
900,264.0,16.7,22.5,17.0,1.5,234.0,19.5,28.4,57.7,16.0,1.4,22.3,66.8,1.606,16.67,55.1,17.9,23.0,0,0,0.4415058527917452,0.8972583696743285,2016-06-19,2016,6,19
901,361.0,24.8,52.0,23.0,1.7,278.0,14.0,16.5,43.9,18.0,1.3,21.1,82.1,10.91,33.33,72.5,14.2,22.6,0,0,0.8489716876291414,0.5284383347223471,2016-06-20,2016,6,20
902,390.0,22.6,54.1,26.0,1.6,297.0,19.5,23.5,30.5,21.0,1.3,21.8,84.4,19.936,16.67,90.9,14.3,18.3,0,1,0.1270646086013505,0.9918944425900296,2016-06-21,2016,6,21
903,358.0,26.7,41.4,32.0,1.8,317.0,19.7,28.8,57.1,27.0,1.8,25.6,69.7,0.0,0.0,21.6,10.8,21.5,0,1,-0.0923705874465622,0.995724698184582,2016-06-22,2016,6,22
904,314.0,24.7,33.1,44.0,1.9,240.0,21.1,25.4,61.0,38.0,2.2,27.2,64.9,0.0,0.0,4.3,10.8,20.8,0,1,0.4003490325568949,0.9163627295622396,2016-06-23,2016,6,23
905,319.0,26.0,42.4,53.0,2.1,326.0,20.3,25.4,52.2,40.0,1.5,28.1,67.9,0.0,0.0,27.9,14.1,21.5,0,1,0.8754645270000179,0.4832823832550023,2016-06-24,2016,6,24
906,236.0,23.4,31.9,33.0,2.0,278.0,8.8,10.8,57.4,28.0,1.4,27.2,66.4,0.0,0.0,13.8,10.9,17.3,0,0,0.981627183447664,0.1908089953765449,2016-06-25,2016,6,25
907,247.0,25.7,33.2,34.0,2.2,252.0,4.6,5.7,68.1,29.0,1.8,26.5,69.9,0.007,8.33,54.4,14.1,20.3,0,0,0.2856883674049734,-0.9583225744651332,2016-06-26,2016,6,26
908,207.0,19.4,26.4,14.0,1.7,235.0,9.6,11.0,74.5,13.0,1.1,22.2,75.9,0.76,25.0,76.7,28.1,22.5,0,0,-0.6845471059286883,0.7289686274214119,2016-06-27,2016,6,27
909,188.0,16.1,22.4,14.0,1.8,196.0,7.9,9.3,72.3,12.0,1.3,20.7,68.1,0.0,0.0,70.2,24.9,23.3,0,1,-0.09063258019778,0.9958843986159704,2016-06-28,2016,6,28
910,286.0,28.6,52.7,20.0,2.0,218.0,11.0,12.5,75.5,15.0,1.5,21.8,58.3,0.0,0.0,5.5,14.3,20.9,0,1,-0.4508775406894311,0.8925858184521253,2016-06-29,2016,6,29
911,478.0,56.7,108.8,31.0,2.2,358.0,18.2,24.6,75.2,24.0,1.7,23.5,63.5,0.0,0.0,21.9,8.9,22.9,0,1,0.2147353271670631,-0.976672278334168,2016-06-30,2016,6,30
912,368.0,36.1,61.5,27.0,1.8,163.0,16.0,21.3,75.2,27.0,1.9,25.0,62.4,0.0,0.0,33.0,14.1,24.1,0,1,0.8424523970071476,0.538770785006863,2016-07-01,2016,7,1
913,265.0,26.9,33.0,23.0,1.8,187.0,8.8,10.3,76.6,23.0,1.7,25.3,62.6,0.0,0.0,17.5,10.8,13.9,0,0,0.8886172326549487,-0.458649554484315,2016-07-02,2016,7,2
914,247.0,15.6,20.0,16.0,1.9,186.0,6.6,8.0,66.9,13.0,1.5,21.4,77.7,8.926,20.83,70.4,24.8,18.1,0,0,0.4817536741017153,0.8763066800438636,2016-07-03,2016,7,3
915,271.0,23.5,31.3,15.0,2.1,146.0,11.2,12.8,68.5,14.0,1.6,20.1,57.5,0.196,12.5,26.0,21.3,18.3,0,0,-0.3713678355502353,0.9284858268809132,2016-07-04,2016,7,4
916,370.0,50.1,71.7,21.0,2.1,120.0,10.6,12.4,67.7,16.0,1.4,20.5,62.9,0.0,0.0,29.5,12.5,27.4,0,1,0.3778407868184671,-0.9258705848099948,2016-07-05,2016,7,5
917,320.0,39.2,63.4,23.0,2.2,122.0,5.7,6.7,71.7,17.0,1.5,20.6,64.3,0.105,16.67,53.1,32.0,15.8,0,1,-0.611527040185831,-0.7912235329674902,2016-07-06,2016,7,6
918,285.0,27.9,35.9,16.0,2.1,84.0,10.2,11.5,75.2,14.0,1.2,18.9,47.8,0.0,0.0,26.0,14.1,27.6,0,1,-0.8348478632634065,0.5504807400849955,2016-07-07,2016,7,7
919,374.0,51.1,69.9,21.0,2.2,106.0,12.3,14.4,75.4,17.0,1.5,19.3,54.6,0.0,0.0,23.1,14.4,23.8,0,1,0.2436150117860224,-0.9698720152847468,2016-07-08,2016,7,8
920,254.0,27.6,39.8,20.0,2.2,164.0,13.9,15.6,73.2,19.0,1.4,20.7,61.9,1.045,12.5,38.3,21.6,26.4,0,0,0.2621891786408648,-0.9650164944723114,2016-07-09,2016,7,9
921,241.0,18.8,25.7,15.0,2.2,155.0,6.1,7.1,76.8,13.0,1.6,20.6,60.2,0.0,0.0,38.8,14.2,21.1,0,0,0.9961946980917455,-0.0871557427476582,2016-07-10,2016,7,10
922,340.0,45.3,72.6,22.0,2.2,176.0,11.3,13.2,70.5,22.0,1.5,22.7,59.6,0.0,0.0,9.9,7.7,28.8,0,0,0.7569950556517564,-0.6534206039901055,2016-07-11,2016,7,11
923,339.0,45.7,66.2,25.0,2.2,217.0,10.2,12.2,70.7,21.0,2.4,25.5,59.7,0.0,0.0,9.5,14.3,16.8,0,1,0.5015107371594573,-0.8651514205697045,2016-07-12,2016,7,12
924,392.0,53.6,74.9,35.0,2.5,219.0,9.8,11.4,82.4,31.0,3.6,26.3,59.9,0.524,4.17,19.1,21.5,23.5,0,1,0.0331551783885265,-0.9994502159417572,2016-07-13,2016,7,13
925,297.0,32.6,50.3,14.0,1.8,149.0,6.6,8.0,70.7,10.0,1.2,21.1,78.5,12.837,37.5,64.1,25.0,15.4,0,1,-0.8987940462991668,-0.4383711467890777,2016-07-14,2016,7,14
926,199.0,17.8,29.3,11.0,1.7,126.0,8.8,11.2,61.2,11.0,1.2,18.3,61.4,0.05,8.33,59.0,31.9,26.0,0,1,0.0157073173118206,0.9998766324816606,2016-07-15,2016,7,15
927,204.0,12.5,22.6,11.0,1.5,130.0,10.9,13.5,44.2,10.0,1.2,16.2,87.7,34.812,70.83,87.5,37.6,9.8,0,0,0.3794561595290051,0.925209718385782,2016-07-16,2016,7,16
928,300.0,23.8,43.8,12.0,1.5,182.0,6.7,8.6,34.9,10.0,1.1,17.4,88.7,10.309,62.5,93.7,18.1,14.7,0,0,-0.6387678175155975,-0.7693995550468952,2016-07-17,2016,7,17
929,245.0,17.7,28.2,12.0,1.6,148.0,10.6,12.3,56.7,10.0,1.5,19.7,72.2,6.861,12.5,82.1,17.9,22.5,0,0,-0.6481199010631308,0.7615383075367368,2016-07-18,2016,7,18
930,249.0,19.5,31.4,14.0,1.7,161.0,12.9,15.0,55.3,14.0,1.7,19.8,64.8,0.011,8.33,82.2,21.0,21.7,0,1,0.0767190281268186,0.9970527522269202,2016-07-19,2016,7,19
931,269.0,23.7,38.9,14.0,1.5,291.2,16.000000000000004,25.22,55.3,10.8,3.4,20.3,68.1,2.916,16.67,62.4,17.5,22.8,0,1,0.1184039683065009,0.9929655081065368,2016-07-20,2016,7,20
932,341.0,35.2,55.4,20.0,1.6,251.0,15.0,16.9,54.9,20.2,1.5,21.6,67.4,0.008,12.5,64.8,7.3,21.7,0,1,-0.8338858220671681,-0.5519369853120584,2016-07-21,2016,7,21
933,412.0,45.8,79.1,28.0,1.7,225.0,12.0,12.7,57.3,27.0,1.6,21.7,75.0,0.0,0.0,38.0,14.1,22.1,0,1,-0.0558215049931637,-0.998440764181981,2016-07-22,2016,7,22
934,397.0,29.1,44.3,27.0,1.5,239.0,14.5,15.8,60.3,23.0,1.5,23.3,75.8,2.961,12.5,46.0,14.2,14.3,0,0,0.9960410654107696,-0.0888942968664414,2016-07-23,2016,7,23
935,325.0,17.5,25.7,16.0,1.3,154.0,20.7,24.7,61.3,15.0,1.4,23.8,61.7,0.0,0.0,6.2,14.3,23.5,0,0,0.4954586684324075,0.8686315144381913,2016-07-24,2016,7,24
936,340.0,22.2,33.5,20.0,1.4,353.8,18.2,25.1,64.5,18.0,3.02,24.6,63.7,0.0,0.0,53.5,14.1,23.3,0,0,0.4984877397538302,0.8668967489356029,2016-07-25,2016,7,25
937,454.0,36.9,66.2,26.0,1.5,488.2,15.9,18.9,47.7,23.0,3.4,22.8,78.5,0.978,8.33,59.0,18.0,11.5,0,1,-0.0296662440851105,-0.999559860119384,2016-07-26,2016,7,26
938,401.0,29.1,44.3,22.0,1.4,246.0,14.4,18.5,62.8,19.0,1.1,23.5,75.8,0.002,4.17,38.9,17.4,16.9,0,1,0.8161375900801602,0.5778576243835054,2016-07-27,2016,7,27
939,375.0,32.8,51.6,25.0,1.4,297.6,13.1,14.8,60.4,20.0,1.0,23.0,77.9,5.945,4.17,41.1,23.9,18.4,0,1,0.9998157121216442,0.0191974423996896,2016-07-28,2016,7,28
940,378.0,50.0,85.3,24.0,1.5,247.0,8.1,9.3,61.0,17.0,0.5,22.1,81.7,16.411,16.67,71.2,17.6,11.5,0,1,-0.0314107590781284,-0.9995065603657316,2016-07-29,2016,7,29
941,367.0,37.1,70.1,39.0,1.5,229.0,9.6,11.0,58.5,17.0,0.5,23.7,70.5,0.0,0.0,15.5,14.4,19.9,0,0,-0.9198214973217376,-0.3923371166035614,2016-07-30,2016,7,30
942,301.0,34.0,50.5,20.0,1.5,203.0,7.9,8.7,68.3,16.0,0.4,24.6,67.8,0.386,4.17,14.7,10.7,25.5,0,0,0.5417082102827399,-0.8405666034956842,2016-07-31,2016,7,31
943,228.0,26.7,40.5,16.0,1.6,166.0,7.7,8.5,87.6,13.0,0.6,23.1,69.3,0.019,8.33,56.0,17.7,17.5,0,0,-0.6018150231520483,0.7986355100472928,2016-08-01,2016,8,1
944,228.0,24.3,36.4,16.0,1.6,197.0,16.5,18.9,58.5,16.0,0.6,21.5,65.6,0.011,12.5,74.9,21.2,23.0,0,1,0.0906325801977801,0.9958843986159704,2016-08-02,2016,8,2
945,318.0,48.2,70.5,18.0,1.6,203.0,15.7,20.5,59.1,20.0,0.7,21.3,66.4,0.0,0.0,18.1,10.7,16.8,0,1,-0.6908824110768583,-0.7229671459095682,2016-08-03,2016,8,3
946,348.0,49.4,85.8,20.0,1.8,339.0,12.4,14.1,52.7,17.0,1.4,22.2,68.7,0.0,0.0,22.5,10.6,22.8,0,1,0.2706004459758636,-0.9626917464264788,2016-08-04,2016,8,4
947,380.0,49.5,77.2,26.0,1.8,321.0,11.9,14.0,71.1,24.0,3.0,24.8,63.4,0.0,0.0,8.9,10.8,16.6,0,1,0.983571470813386,-0.1805191452505599,2016-08-05,2016,8,5
948,299.0,21.6,33.1,23.0,1.8,308.0,13.7,17.2,57.0,19.0,2.0,23.4,70.9,11.577,8.33,32.7,21.4,20.4,0,0,0.3156490369471024,0.9488760116444964,2016-08-06,2016,8,6
949,201.0,13.1,20.8,12.0,1.7,195.0,6.3,7.4,72.0,10.0,2.2,20.9,54.6,0.289,4.17,15.0,31.9,22.2,0,0,0.1027925367872468,0.9947028171171742,2016-08-07,2016,8,7
950,363.0,42.1,75.0,20.0,2.0,258.0,17.3,21.2,64.3,15.0,2.4,20.2,53.7,0.0,0.0,25.4,17.6,25.5,0,0,-0.1942343512199716,0.9809551553491916,2016-08-08,2016,8,8
951,453.0,59.9,111.3,28.0,2.0,332.0,20.5,26.7,60.1,20.0,2.1,20.7,61.6,0.0,0.0,7.9,10.4,27.4,0,1,-0.0610485395348569,-0.9981347984218668,2016-08-09,2016,8,9
952,351.0,44.3,61.5,26.0,1.8,363.0,15.8,18.4,67.6,23.0,2.0,21.6,67.8,5.879,12.5,53.0,21.4,13.6,0,1,0.912120116172273,0.4099230338415727,2016-08-10,2016,8,10
953,240.0,15.7,24.1,9.0,1.6,286.0,10.7,12.1,53.8,8.0,1.9,15.6,74.8,5.3,25.0,92.9,17.7,19.7,0,1,-0.0296662440851109,0.999559860119384,2016-08-11,2016,8,11
954,293.0,22.5,33.4,13.0,1.7,271.0,17.1,24.9,53.2,14.0,2.1,16.3,59.0,0.194,4.17,28.6,17.7,30.0,0,1,-0.252069358243114,0.9677091704819712,2016-08-12,2016,8,12
955,411.0,45.3,68.9,19.0,1.7,263.0,14.1,21.7,52.2,16.0,2.0,16.4,64.0,0.0,0.0,42.3,10.7,29.4,0,0,-0.1788022151163498,-0.9838850379335417,2016-08-13,2016,8,13
956,371.0,37.3,55.5,14.0,1.6,236.0,4.7,5.9,56.2,13.0,1.8,19.0,69.0,0.0,0.0,45.0,17.8,24.9,0,0,-0.2672383760782568,-0.9636304532086232,2016-08-14,2016,8,14
957,398.0,44.0,78.7,20.0,1.7,261.0,10.1,12.3,54.1,16.0,1.7,20.2,74.5,2.921,16.67,47.7,14.2,20.3,0,0,-0.6691306063588582,-0.7431448254773942,2016-08-15,2016,8,15
958,334.0,24.6,34.8,15.0,1.7,219.0,15.6,19.4,57.8,11.0,2.2,20.1,62.4,0.003,8.33,68.6,14.3,25.3,0,1,0.5180270093731302,0.8553642601605067,2016-08-16,2016,8,16
959,351.0,26.8,44.1,15.0,1.3,264.0,17.3,21.8,48.2,12.0,1.7,17.0,77.5,0.688,20.83,56.5,17.7,20.4,0,1,0.5577451089796901,0.8300122850953675,2016-08-17,2016,8,17
960,446.0,40.0,65.4,20.0,1.5,281.0,24.0,34.2,48.0,15.0,1.7,17.6,69.0,0.0,0.0,16.2,7.2,21.3,0,1,0.821149209133704,0.5707135676844317,2016-08-18,2016,8,18
961,396.0,34.1,47.1,18.0,1.4,258.0,19.7,22.1,69.4,16.0,1.7,20.8,60.0,0.0,0.0,26.3,14.2,17.8,0,1,0.8090169943749475,0.5877852522924731,2016-08-19,2016,8,19
962,496.0,28.5,43.4,24.0,1.5,319.0,20.8,24.8,62.6,22.0,1.8,22.6,63.7,0.0,0.0,26.2,10.7,25.2,0,0,0.915662593339561,0.4019477766559602,2016-08-20,2016,8,20
963,469.0,29.2,42.4,26.0,1.6,294.0,10.7,12.3,65.1,23.0,2.1,24.0,65.2,0.003,4.17,52.4,10.6,21.6,0,0,0.9755345439458566,-0.2198462043528374,2016-08-21,2016,8,21
964,351.0,17.1,27.6,13.0,1.6,259.0,15.2,17.6,55.4,9.0,1.7,19.3,85.5,57.457,50.0,91.7,28.3,13.8,0,0,0.1736481776669303,0.984807753012208,2016-08-22,2016,8,22
965,338.0,14.2,21.1,15.0,1.6,249.0,9.8,11.6,65.0,13.0,2.0,19.5,71.1,0.004,4.17,62.6,28.4,23.3,0,1,-0.0226873335727819,0.9997426093226984,2016-08-23,2016,8,23
966,317.0,15.3,21.4,15.0,1.8,262.0,10.3,12.2,74.4,13.0,2.5,21.4,61.1,0.0,0.0,5.0,24.9,17.6,0,1,0.1616038211033611,0.9868557164068072,2016-08-24,2016,8,24
967,318.0,18.5,26.7,15.0,1.7,291.0,23.1,28.7,57.9,14.0,2.1,21.0,58.2,0.0,0.0,7.2,24.8,23.7,0,1,0.5180270093731302,0.8553642601605067,2016-08-25,2016,8,25
968,376.0,28.0,36.8,20.0,1.6,328.0,29.8,36.7,56.1,18.0,1.8,20.7,57.7,0.0,0.0,3.3,14.3,19.6,0,1,0.8231363685344418,0.5678437450531013,2016-08-26,2016,8,26
969,405.0,25.2,38.5,21.0,1.6,350.0,22.6,27.9,61.3,20.0,1.7,21.5,59.7,0.0,0.0,0.8,10.6,24.7,0,0,0.9205048534524404,0.3907311284892737,2016-08-27,2016,8,27
970,513.0,33.6,60.3,29.0,1.8,424.0,20.7,29.8,55.5,23.0,2.0,22.0,61.8,0.0,0.0,0.0,8.7,17.3,0,0,0.9617413095492112,-0.2739592186924324,2016-08-28,2016,8,28
971,613.0,52.0,108.2,39.0,2.2,428.0,25.7,38.1,52.4,29.0,2.8,22.6,63.8,0.0,0.0,3.4,9.0,23.3,0,0,-0.1478094111296106,-0.9890158633619168,2016-08-29,2016,8,29
972,315.0,18.9,26.2,22.0,1.8,300.0,14.2,16.2,78.2,18.0,2.5,21.6,63.4,0.0,0.0,40.1,26.8,15.1,0,1,0.2113247964553886,0.977415894286096,2016-08-30,2016,8,30
973,319.0,19.9,26.4,18.0,1.9,256.0,12.6,14.6,74.8,15.0,2.5,19.6,51.2,0.0,0.0,6.6,21.2,29.0,0,1,0.0975828997591494,0.9952273999818312,2016-08-31,2016,8,31
974,531.0,39.2,100.0,38.0,2.0,467.0,26.4,41.1,53.4,25.0,2.2,18.9,60.5,0.0,0.0,0.8,10.7,15.7,1,1,0.1305261922200515,0.9914448613738104,2016-09-01,2016,9,1
975,424.0,42.3,77.5,34.0,2.7,334.0,25.8,34.7,70.8,30.0,3.1,19.8,61.6,0.0,0.0,8.4,14.2,24.0,1,1,0.4771587602596084,0.8788171126619654,2016-09-02,2016,9,2
976,469.0,31.0,59.7,36.0,3.3,386.0,24.9,29.5,78.7,28.0,2.4,21.6,56.5,0.0,0.0,44.9,14.2,24.3,1,0,0.3729877825758089,0.92783625389892,2016-09-03,2016,9,3
977,423.0,44.1,62.3,33.0,3.7,333.0,9.7,11.3,75.7,28.0,1.8,21.0,63.1,0.0,0.0,58.8,17.8,22.0,1,0,-0.2571327931546963,-0.9663760793213292,2016-09-04,2016,9,4
978,344.0,29.5,56.5,23.0,4.2,312.0,11.4,13.3,50.9,17.0,2.0,17.2,82.1,11.005,41.67,77.5,16.5,13.6,1,0,-0.995724698184582,-0.0923705874465622,2016-09-05,2016,9,5
