Date;"CO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)";"PM2.5 (ug/m3)";"SO2 (ug/m3)"
"2024-04-10 22:00:00";577;;;;24;1,9
"2024-04-10 23:00:00";573;;;;23;1,9
"2024-04-11 00:00:00";572;;;;18;1,9
"2024-04-11 01:00:00";572;;;;18;1,9
"2024-04-11 02:00:00";569;;;;17;2,0
"2024-04-11 03:00:00";565;;;;15;1,9
"2024-04-11 04:00:00";561;;;;10;1,7
"2024-04-11 05:00:00";562;;;;10;2,0
"2024-04-11 06:00:00";572;;;;11;1,9
"2024-04-11 07:00:00";579;;;;12;1,9
"2024-04-11 08:00:00";565;;;;16;2,1
"2024-04-11 09:00:00";570;;;;17;2,1
"2024-04-11 10:00:00";579;;;;23;2,3
"2024-04-11 11:00:00";588;;;;22;2,4
"2024-04-11 12:00:00";582;;;;18;2,3
"2024-04-11 13:00:00";583;;;;16;2,3
"2024-04-11 14:00:00";580;;;;10;2,3
"2024-04-11 15:00:00";585;;;;11;2,4
"2024-04-12 11:00:00";542;;;;18;2,5
"2024-04-12 12:00:00";536;;;;10;2,4
"2024-04-12 13:00:00";506;;;;10;2,2
"2024-04-12 14:00:00";495;;;;7;2,5
"2024-04-12 15:00:00";480;;;;7;2,3
"2024-04-12 16:00:00";482;;;;6;2,2
"2024-04-12 17:00:00";499;;;;6;2,1
"2024-04-12 18:00:00";512;;;;6;2,1
"2024-04-12 19:00:00";561;;;;7;2,2
"2024-04-12 20:00:00";594;;;;7;2,1
"2024-04-12 21:00:00";635;;;;8;2,0
"2024-04-12 22:00:00";630;;;;9;2,4
"2024-04-12 23:00:00";634;;;;12;2,1
"2024-04-13 00:00:00";643;;;;22;2,2
"2024-04-13 01:00:00";680;;;;22;2,1
"2024-04-13 02:00:00";693;;;;24;2,0
"2024-04-13 03:00:00";667;;;;22;1,9
"2024-04-13 04:00:00";645;;;;15;1,8
"2024-04-13 05:00:00";623;;;;15;2,0
"2024-04-13 06:00:00";670;;;;14;2,1
"2024-04-13 07:00:00";648;;;;16;2,3
"2024-04-13 08:00:00";615;;;;23;2,2
"2024-04-13 09:00:00";613;;;;24;2,5
"2024-04-13 10:00:00";612;;;;28;2,9
"2024-04-13 11:00:00";614;;;;25;3,3
"2024-04-13 12:00:00";610;;;;15;3,1
"2024-04-13 13:00:00";584;;;;14;2,8
"2024-04-13 14:00:00";565;;;;11;2,5
"2024-04-13 15:00:00";561;;;;11;2,4
"2024-04-13 16:00:00";552;;;;11;2,2
"2024-04-13 17:00:00";531;;;;10;2,5
"2024-04-13 18:00:00";550;;;;8;2,5
"2024-04-13 19:00:00";731;;;;7;2,8
"2024-04-13 20:00:00";816;;;;5;2,8
"2024-04-13 21:00:00";790;;;;7;2,1
"2024-04-13 22:00:00";671;;;;14;2,1
"2024-04-13 23:00:00";570;;;;13;1,9
"2024-04-14 00:00:00";551;;;;8;2,0
"2024-04-14 01:00:00";540;;;;8;2,0
"2024-04-14 02:00:00";532;;;;9;2,0
"2024-04-14 03:00:00";526;;;;9;1,8
"2024-04-14 04:00:00";521;;;;5;1,8
"2024-04-14 05:00:00";531;;;;7;1,8
"2024-04-14 06:00:00";553;;;;12;1,9
"2024-04-14 07:00:00";557;;;;12;2,0
"2024-04-14 08:00:00";558;;;;10;2,3
"2024-04-14 09:00:00";572;;;;11;2,5
"2024-04-14 10:00:00";589;;;;15;2,5
"2024-04-14 11:00:00";592;;;;15;2,5
"2024-04-14 12:00:00";582;;;;15;2,3
"2024-04-14 13:00:00";550;;;;15;2,1
"2024-04-14 14:00:00";533;;;;13;2,1
"2024-04-14 15:00:00";527;;;;12;1,9
"2024-04-14 16:00:00";551;;;;7;2,3
"2024-04-14 17:00:00";566;;;;7;2,2
"2024-04-14 18:00:00";556;;;;4;2,2
"2024-04-14 19:00:00";568;;;;6;2,1
"2024-04-14 20:00:00";576;;;;13;2,2
"2024-04-14 21:00:00";584;;;;11;2,0
"2024-04-14 22:00:00";557;;;;8;1,9
"2024-04-14 23:00:00";554;;;;7;2,0
"2024-04-15 00:00:00";548;;;;4;1,9
"2024-04-15 01:00:00";541;;;;4;1,9
"2024-04-15 02:00:00";541;;;;4;1,9
"2024-04-15 03:00:00";536;;;;4;1,9
"2024-04-15 04:00:00";541;;;;6;2,1
"2024-04-15 05:00:00";550;;;;6;2,3
"2024-04-15 06:00:00";564;;;;8;2,7
"2024-04-15 07:00:00";568;;;;8;4,2
"2024-04-15 08:00:00";543;;;;6;11,5
"2024-04-15 09:00:00";557;;;;8;10,8
"2024-04-15 10:00:00";554;;;;15;7,7
"2024-04-15 11:00:00";554;;;;16;4,8
"2024-04-15 12:00:00";561;;;;17;2,9
"2024-04-15 13:00:00";569;;;;18;3,8
"2024-04-15 14:00:00";613;;;;20;3,6
"2024-04-15 15:00:00";578;;;;19;2,6
"2024-04-15 16:00:00";571;;;;17;2,6
"2024-04-15 17:00:00";570;;;;18;2,5
"2024-04-15 18:00:00";551;;;;20;2,2
"2024-04-15 19:00:00";552;;;;18;2,2
"2024-04-15 20:00:00";541;;;;11;2,4
"2024-04-15 21:00:00";485;;;;11;1,8
"2024-04-15 22:00:00";484;;;;10;1,8
"2024-04-15 23:00:00";524;;;;9;1,8
"2024-04-16 00:00:00";507;;;;7;1,9
"2024-04-16 01:00:00";497;;;;7;1,6
"2024-04-16 02:00:00";488;;;;5;1,6
"2024-04-16 03:00:00";493;;;;7;1,7
"2024-04-16 04:00:00";533;;;;15;2,1
"2024-04-16 05:00:00";489;;;;14;1,6
"2024-04-16 06:00:00";499;;;;9;1,7
"2024-04-16 07:00:00";510;;;;10;1,7
"2024-04-16 08:00:00";526;;;;12;3,1
"2024-04-16 09:00:00";513;;;;11;2,5
"2024-04-16 10:00:00";503;;;;7;1,9
"2024-04-16 11:00:00";504;;;;7;1,7
"2024-04-16 12:00:00";498;;;;8;1,5
"2024-04-16 13:00:00";498;;;;9;1,9
"2024-04-16 14:00:00";493;;;;11;1,8
"2024-04-16 15:00:00";476;;;;11;1,5
"2024-04-16 16:00:00";484;;;;11;1,5
"2024-04-16 17:00:00";498;;;;10;1,4
"2024-04-16 18:00:00";525;;;;7;1,6
"2024-04-16 19:00:00";515;;;;6;1,5
"2024-04-16 20:00:00";520;;;;4;1,6
"2024-04-16 21:00:00";515;;;;4;1,5
"2024-04-16 22:00:00";519;;;;5;1,5
"2024-04-16 23:00:00";509;;;;5;1,6
"2024-04-17 00:00:00";483;;;;3;1,7
"2024-04-17 01:00:00";488;;;;3;1,6
"2024-04-17 02:00:00";495;;;;4;1,4
"2024-04-17 03:00:00";500;;;;4;1,5
"2024-04-17 04:00:00";502;;;;4;1,4
"2024-04-17 05:00:00";506;;;;3;1,5
"2024-04-17 06:00:00";538;;;;3;1,5
"2024-04-17 07:00:00";523;;;;4;1,6
"2024-04-17 08:00:00";497;;;;6;1,6
"2024-04-17 09:00:00";518;;;;7;1,5
"2024-04-17 10:00:00";491;;;;10;1,5
"2024-04-17 11:00:00";483;;;;9;1,7
"2024-04-17 12:00:00";485;;;;6;1,4
"2024-04-17 13:00:00";482;;;;5;1,5
"2024-04-17 14:00:00";474;;;;4;1,8
"2024-04-17 15:00:00";476;;;;4;1,5
"2024-04-17 16:00:00";492;;;;5;1,7
"2024-04-17 17:00:00";506;;;;5;1,8
"2024-04-17 18:00:00";534;;;;6;1,7
"2024-04-17 19:00:00";589;;;;5;2,0
"2024-04-17 20:00:00";610;;;;4;1,9
"2024-04-17 21:00:00";546;;;;4;1,6
"2024-04-17 22:00:00";525;;;;6;1,6
"2024-04-17 23:00:00";507;;;;6;1,6
"2024-04-18 00:00:00";501;;;;8;1,6
"2024-04-18 01:00:00";489;;;;7;1,7
"2024-04-18 02:00:00";490;;;;5;1,7
"2024-04-18 03:00:00";499;;;;8;1,9
"2024-04-18 04:00:00";504;;;;18;1,9
"2024-04-18 05:00:00";513;;;;17;1,9
"2024-04-18 06:00:00";506;;;;10;1,9
"2024-04-18 07:00:00";503;;;;10;1,9
"2024-04-18 08:00:00";484;;;;8;1,9
"2024-04-18 09:00:00";465;;;;9;2,3
"2024-04-18 10:00:00";464;;;;14;1,9
"2024-04-18 11:00:00";459;;;;12;1,7
"2024-04-18 12:00:00";458;;;;8;1,8
"2024-04-18 13:00:00";454;;;;9;2,0
"2024-04-18 14:00:00";453;;;;16;1,9
"2024-04-18 15:00:00";447;;;;14;2,0
"2024-04-18 16:00:00";449;;;;9;1,9
"2024-04-18 17:00:00";438;;;;9;1,8
"2024-04-18 18:00:00";452;;;;10;1,8
"2024-04-18 19:00:00";509;;;;9;1,9
"2024-04-18 20:00:00";595;;;;6;2,1
"2024-04-18 21:00:00";535;;;;7;1,9
"2024-04-18 22:00:00";523;;;;11;1,8
"2024-04-18 23:00:00";579;;;;10;2,0
"2024-04-19 00:00:00";487;;;;8;1,9
"2024-04-19 01:00:00";465;;;;8;1,8
"2024-04-19 02:00:00";468;;;;9;2,0
"2024-04-19 03:00:00";467;;;;8;1,8
"2024-04-19 04:00:00";459;;;;5;1,8
"2024-04-19 05:00:00";479;;;;6;1,9
"2024-04-19 06:00:00";502;;;;8;1,7
"2024-04-19 07:00:00";605;;;;9;1,8
"2024-04-19 08:00:00";602;;;;13;2,0
"2024-04-19 09:00:00";480;;;;13;1,8
"2024-04-19 10:00:00";476;;;;15;1,9
"2024-04-19 11:00:00";480;;;;13;1,9
"2024-04-19 12:00:00";476;;;;8;1,9
"2024-04-19 13:00:00";471;;;;8;2,0
"2024-04-19 14:00:00";449;;;;10;1,7
"2024-04-19 15:00:00";447;;;;10;1,7
"2024-04-19 16:00:00";457;;;;8;1,8
"2024-04-19 17:00:00";459;;;;8;1,9
"2024-04-19 18:00:00";472;;;;7;1,9
"2024-04-19 19:00:00";589;;;;7;1,9
"2024-04-19 20:00:00";582;;;;5;2,0
"2024-04-19 21:00:00";602;;;;5;2,0
"2024-04-19 22:00:00";506;;;;4;1,9
"2024-04-19 23:00:00";486;;;;4;2,0
"2024-04-20 00:00:00";499;;;;7;1,9
"2024-04-20 01:00:00";496;;;;8;1,7
"2024-04-20 02:00:00";523;;;;13;1,8
"2024-04-20 03:00:00";540;;;;13;1,8
"2024-04-20 04:00:00";576;;;;11;1,9
"2024-04-20 05:00:00";553;;;;12;1,9
"2024-04-20 06:00:00";566;;;;14;2,1
"2024-04-20 07:00:00";529;;;;15;2,5
"2024-04-20 08:00:00";480;;;;18;2,1
"2024-04-20 09:00:00";471;;;;17;2,1
"2024-04-20 10:00:00";452;;;;13;2,0
"2024-04-20 11:00:00";435;;;;12;1,9
"2024-04-20 12:00:00";423;;;;7;1,8
"2024-04-20 13:00:00";414;;;;8;1,8
"2024-04-20 14:00:00";434;;;;12;1,9
"2024-04-20 15:00:00";412;;;;11;1,8
"2024-04-20 16:00:00";427;;;;7;1,8
"2024-04-20 17:00:00";427;;;;6;1,9
"2024-04-20 18:00:00";422;;;;5;1,9
"2024-04-20 19:00:00";454;;;;5;1,7
"2024-04-20 20:00:00";524;;;;7;2,1
"2024-04-20 21:00:00";605;;;;6;2,0
"2024-04-20 22:00:00";730;;;;4;2,0
"2024-04-20 23:00:00";672;;;;6;2,1
"2024-04-21 00:00:00";528;;;;14;2,0
"2024-04-21 01:00:00";531;;;;14;2,0
"2024-04-21 02:00:00";516;;;;12;2,0
"2024-04-21 03:00:00";503;;;;12;1,9
"2024-04-21 04:00:00";504;;;;10;1,8
"2024-04-21 05:00:00";506;;;;10;1,8
"2024-04-21 06:00:00";517;;;;7;1,9
"2024-04-21 07:00:00";525;;;;8;2,0
"2024-04-21 08:00:00";522;;;;11;2,1
"2024-04-21 09:00:00";513;;;;11;2,3
"2024-04-21 10:00:00";495;;;;12;2,2
"2024-04-21 11:00:00";484;;;;11;2,2
"2024-04-21 12:00:00";463;;;;6;2,0
"2024-04-21 13:00:00";465;;;;7;1,9
"2024-04-21 14:00:00";460;;;;8;2,0
"2024-04-21 15:00:00";454;;;;7;1,9
"2024-04-21 16:00:00";460;;;;4;1,8
"2024-04-21 17:00:00";518;;;;4;2,3
"2024-04-21 18:00:00";568;;;;5;2,4
"2024-04-21 19:00:00";570;;;;6;2,0
"2024-04-21 20:00:00";544;;;;9;1,9
"2024-04-21 21:00:00";521;;;;9;1,9
"2024-04-21 22:00:00";521;;;;6;1,7
"2024-04-21 23:00:00";520;;;;7;1,9
"2024-04-22 00:00:00";518;;;;9;1,9
"2024-04-22 01:00:00";524;;;;10;1,8
"2024-04-22 02:00:00";518;;;;14;1,7
"2024-04-22 03:00:00";515;;;;13;1,7
"2024-04-22 04:00:00";518;;;;12;1,7
"2024-04-22 05:00:00";542;;;;12;1,7
"2024-04-22 06:00:00";565;;;;13;1,9
"2024-04-22 07:00:00";600;;;;13;1,8
"2024-04-22 08:00:00";594;;;;10;1,9
"2024-04-22 09:00:00";;;;;11;
"2024-04-22 10:00:00";545;;;;12;1,7
"2024-04-22 11:00:00";518;;;;11;1,7
"2024-04-22 12:00:00";517;;;;7;1,9
"2024-04-22 13:00:00";527;;;;8;1,8
"2024-04-22 14:00:00";530;;;;11;1,8
"2024-04-22 15:00:00";518;;;;10;1,8
"2024-04-22 16:00:00";546;;;;8;1,8
"2024-04-22 17:00:00";551;;;;9;1,8
"2024-04-22 18:00:00";578;;;;12;1,9
"2024-04-22 19:00:00";668;;;;13;2,0
"2024-04-22 20:00:00";848;;;;14;2,2
"2024-04-22 21:00:00";844;;;;14;2,1
"2024-04-22 22:00:00";698;;;;13;2,1
"2024-04-22 23:00:00";635;;;;14;1,9
"2024-04-23 00:00:00";601;;;;17;2,0
"2024-04-23 01:00:00";611;;;;17;2,0
"2024-04-23 02:00:00";575;;;;15;1,9
"2024-04-23 03:00:00";571;;;;15;2,0
"2024-04-23 04:00:00";575;;;;12;1,9
"2024-04-23 05:00:00";575;;;;11;2,0
"2024-04-23 06:00:00";597;;;;7;2,0
"2024-04-23 07:00:00";656;;;;7;2,3
"2024-04-23 08:00:00";622;;;;8;2,3
"2024-04-23 09:00:00";589;;;;9;1,9
"2024-04-23 10:00:00";586;;;;13;2,1
"2024-04-23 11:00:00";581;;;;11;2,1
"2024-04-23 12:00:00";550;;;;7;2,3
"2024-04-23 13:00:00";535;;;;9;2,4
"2024-04-23 14:00:00";533;;;;13;2,5
"2024-04-23 15:00:00";533;;;;11;2,5
"2024-04-23 16:00:00";548;;;;7;2,3
"2024-04-23 17:00:00";558;;;;6;2,3
"2024-04-23 18:00:00";591;;;;5;2,2
"2024-04-23 19:00:00";633;;;;5;2,1
"2024-04-23 20:00:00";638;;;;5;2,1
"2024-04-23 21:00:00";628;;;;6;1,9
"2024-04-23 22:00:00";630;;;;9;1,9
"2024-04-23 23:00:00";601;;;;8;1,9
"2024-04-24 00:00:00";565;;;;5;1,7
"2024-04-24 01:00:00";553;;;;6;1,7
"2024-04-24 02:00:00";553;;;;7;1,7
"2024-04-24 03:00:00";550;;;;7;1,8
"2024-04-24 04:00:00";559;;;;5;1,7
"2024-04-24 05:00:00";591;;;;4;1,8
"2024-04-24 06:00:00";689;;;;4;1,8
"2024-04-24 07:00:00";638;;;;4;1,9
"2024-04-24 08:00:00";607;;;;7;1,8
"2024-04-24 09:00:00";573;;;;7;1,8
"2024-04-24 10:00:00";567;;;;7;1,8
"2024-04-24 11:00:00";562;;;;6;1,9
"2024-04-24 12:00:00";570;;;;5;1,9
"2024-04-24 13:00:00";573;;;;4;1,7
"2024-04-24 14:00:00";587;;;;3;1,8
"2024-04-24 15:00:00";585;;;;4;1,6
"2024-04-24 16:00:00";593;;;;6;1,7
"2024-04-24 17:00:00";633;;;;5;1,8
"2024-04-24 18:00:00";594;;;;4;1,8
"2024-04-24 19:00:00";575;;;;4;1,8
"2024-04-24 20:00:00";574;;;;2;1,7
"2024-04-24 21:00:00";578;;;;3;1,6
"2024-04-24 22:00:00";573;;;;7;1,9
"2024-04-24 23:00:00";565;;;;8;1,8
"2024-04-25 00:00:00";561;;;;12;1,8
"2024-04-25 01:00:00";565;;;;13;1,9
"2024-04-25 02:00:00";567;;;;16;1,8
"2024-04-25 03:00:00";559;;;;14;1,8
"2024-04-25 04:00:00";560;;;;9;1,9
"2024-04-25 05:00:00";559;;;;9;1,6
"2024-04-25 06:00:00";560;;;;11;1,8
"2024-04-25 07:00:00";564;;;;13;1,9
"2024-04-25 08:00:00";557;;;;18;1,9
"2024-04-25 10:00:00";544;;;;10;1,7
"2024-04-25 11:00:00";550;;;;10;1,9
"2024-04-25 12:00:00";557;;;;11;1,9
"2024-04-25 13:00:00";571;;;;11;1,9
"2024-04-25 14:00:00";571;;;;12;2,0
"2024-04-25 15:00:00";570;;;;11;1,9
"2024-04-25 16:00:00";568;;;;9;1,8
"2024-04-25 17:00:00";550;;;;9;1,7
"2024-04-25 18:00:00";547;;;;10;1,7
"2024-04-25 19:00:00";614;;;;9;1,9
"2024-04-25 20:00:00";684;;;;6;1,8
"2024-04-25 21:00:00";822;;;;6;2,0
"2024-04-25 22:00:00";1176;;;;6;2,7
"2024-04-25 23:00:00";1128;;;;9;2,5
"2024-04-26 00:00:00";1105;;;;20;2,4
"2024-04-26 01:00:00";982;;;;22;2,1
"2024-04-26 02:00:00";944;;;;26;2,2
"2024-04-26 03:00:00";916;;;;25;2,1
"2024-04-26 04:00:00";818;;;;20;1,9
"2024-04-26 05:00:00";753;;;;18;2,3
"2024-04-26 06:00:00";768;;;;14;2,2
"2024-04-26 07:00:00";756;;;;16;2,5
"2024-04-26 08:00:00";662;;;;25;2,6
"2024-04-26 09:00:00";653;;;;24;2,4
"2024-04-26 10:00:00";562;;;;21;2,6
"2024-04-26 11:00:00";511;;;;19;2,4
"2024-04-26 12:00:00";486;;;;12;2,1
"2024-04-26 13:00:00";490;;;;12;2,1
"2024-04-26 14:00:00";489;;;;12;1,9
"2024-04-26 15:00:00";487;;;;11;2,0
"2024-04-26 16:00:00";483;;;;7;1,9
"2024-04-26 17:00:00";491;;;;7;1,9
"2024-04-26 18:00:00";499;;;;4;2,2
"2024-04-26 19:00:00";621;;;;4;2,5
"2024-04-26 20:00:00";910;;;;3;2,1
"2024-04-26 21:00:00";1103;;;;5;2,6
"2024-04-26 22:00:00";1160;;;;14;3,3
"2024-04-26 23:00:00";881;;;;15;2,4
"2024-04-27 00:00:00";739;;;;21;2,4
"2024-04-27 01:00:00";631;;;;20;2,2
"2024-04-27 02:00:00";608;;;;18;2,2
"2024-04-27 03:00:00";635;;;;18;2,2
"2024-04-27 04:00:00";632;;;;18;2,2
"2024-04-27 05:00:00";656;;;;17;2,3
"2024-04-27 06:00:00";644;;;;14;2,2
"2024-04-27 07:00:00";638;;;;15;2,3
"2024-04-27 08:00:00";596;;;;17;2,4
"2024-04-27 09:00:00";569;;;;17;2,6
"2024-04-27 10:00:00";565;;;;16;2,5
"2024-04-27 11:00:00";551;;;;14;2,7
"2024-04-27 12:00:00";524;;;;9;2,7
"2024-04-27 13:00:00";509;;;;10;2,7
"2024-04-27 14:00:00";493;;;;12;2,5
"2024-04-27 15:00:00";493;;;;11;3,4
"2024-04-27 16:00:00";506;;;;7;2,7
"2024-04-27 17:00:00";522;;;;8;2,5
"2024-04-27 18:00:00";543;;;;11;2,4
"2024-04-27 19:00:00";623;;;;10;2,5
"2024-04-27 20:00:00";844;;;;7;2,7
"2024-04-27 21:00:00";825;;;;6;2,4
"2024-04-27 22:00:00";755;;;;4;2,5
"2024-04-27 23:00:00";704;;;;7;2,4
"2024-04-28 00:00:00";729;;;;17;2,5
"2024-04-28 01:00:00";695;;;;17;2,4
"2024-04-28 02:00:00";665;;;;18;2,4
"2024-04-28 03:00:00";651;;;;17;2,4
"2024-04-28 04:00:00";663;;;;14;2,5
"2024-04-28 05:00:00";674;;;;15;2,3
"2024-04-28 06:00:00";658;;;;18;2,3
"2024-04-28 07:00:00";598;;;;20;2,8
"2024-04-28 08:00:00";587;;;;23;2,7
"2024-04-28 09:00:00";600;;;;21;2,9
"2024-04-28 10:00:00";589;;;;15;3,6
"2024-04-28 11:00:00";581;;;;13;3,6
"2024-04-28 13:00:00";536;;;;8;3,0
"2024-04-28 14:00:00";525;;;;7;2,8
"2024-04-28 15:00:00";527;;;;7;2,8
"2024-04-28 16:00:00";512;;;;6;2,6
"2024-04-28 17:00:00";513;;;;6;2,8
"2024-04-28 18:00:00";516;;;;4;2,7
"2024-04-28 19:00:00";585;;;;3;3,1
"2024-04-28 20:00:00";713;;;;3;3,9
"2024-04-28 21:00:00";670;;;;5;2,7
"2024-04-28 22:00:00";650;;;;12;2,5
"2024-04-28 23:00:00";619;;;;11;2,5
"2024-04-29 00:00:00";591;;;;6;2,4
"2024-04-29 01:00:00";619;;;;8;2,3
"2024-04-29 02:00:00";593;;;;12;2,3
"2024-04-29 03:00:00";575;;;;10;2,3
"2024-04-29 04:00:00";604;;;;6;2,2
"2024-04-29 05:00:00";656;;;;7;2,4
"2024-04-29 06:00:00";732;;;;12;2,5
"2024-04-29 07:00:00";710;;;;14;2,4
"2024-04-29 08:00:00";647;;;;21;2,6
"2024-04-29 09:00:00";666;;;;21;5,3
"2024-04-29 10:00:00";667;;;;20;6,7
"2024-04-29 11:00:00";628;;;;18;3,9
"2024-04-29 12:00:00";601;;;;13;2,5
"2024-04-29 13:00:00";583;;;;11;2,4
"2024-04-29 14:00:00";569;;;;7;2,3
"2024-04-29 15:00:00";547;;;;7;2,3
"2024-04-29 16:00:00";557;;;;7;2,5
"2024-04-29 17:00:00";561;;;;7;2,2
"2024-04-29 18:00:00";561;;;;6;2,3
"2024-04-29 19:00:00";602;;;;5;2,2
"2024-04-29 20:00:00";658;;;;4;2,2
"2024-04-29 21:00:00";640;;;;6;2,3
"2024-04-29 22:00:00";621;;;;14;2,3
"2024-04-29 23:00:00";595;;;;13;2,2
"2024-04-30 00:00:00";579;;;;8;2,1
"2024-04-30 01:00:00";578;;;;9;2,1
"2024-04-30 02:00:00";563;;;;13;2,0
"2024-04-30 03:00:00";558;;;;12;2,1
"2024-04-30 04:00:00";560;;;;9;2,1
"2024-04-30 05:00:00";580;;;;9;2,2
"2024-04-30 06:00:00";649;;;;9;2,0
"2024-04-30 07:00:00";608;;;;11;2,1
"2024-04-30 08:00:00";573;;;;18;2,3
"2024-04-30 09:00:00";584;;;;17;2,3
"2024-04-30 10:00:00";591;;;;13;2,3
"2024-04-30 11:00:00";582;;;;12;2,2
"2024-04-30 12:00:00";627;;;;8;2,2
"2024-04-30 13:00:00";566;;;;8;2,2
"2024-04-30 14:00:00";545;;;;11;2,2
"2024-04-30 15:00:00";536;;;;11;2,1
"2024-04-30 16:00:00";546;;;;13;2,1
"2024-04-30 17:00:00";546;;;;12;2,0
"2024-04-30 18:00:00";545;;;;8;2,0
"2024-04-30 19:00:00";564;;;;8;2,1
"2024-04-30 20:00:00";603;;;;5;2,1
"2024-04-30 21:00:00";657;;;;7;2,5
"2024-04-30 22:00:00";642;;;;12;2,3
"2024-04-30 23:00:00";625;;;;11;2,3
"2024-05-01 00:00:00";599;;;;7;2,2
"2024-05-01 01:00:00";591;;;;8;2,1
"2024-05-01 02:00:00";593;;;;10;2,1
"2024-05-01 03:00:00";597;;;;11;2,1
"2024-05-01 04:00:00";588;;;;15;2,0
"2024-05-01 05:00:00";580;;;;13;2,0
"2024-05-01 06:00:00";575;;;;9;2,0
"2024-05-01 07:00:00";566;;;;10;1,9
"2024-05-01 08:00:00";575;;;;14;2,1
"2024-05-01 09:00:00";581;;;;14;2,2
"2024-05-01 10:00:00";591;;;;16;2,3
"2024-05-01 11:00:00";585;;;;14;2,3
"2024-05-01 12:00:00";564;;;;9;2,2
"2024-05-01 13:00:00";539;;;;8;2,1
"2024-05-01 14:00:00";534;;;;7;2,0
"2024-05-01 15:00:00";523;;;;7;2,0
"2024-05-01 16:00:00";537;;;;8;2,1
"2024-05-01 17:00:00";561;;;;8;2,2
"2024-05-01 18:00:00";567;;;;6;2,3
"2024-05-01 19:00:00";566;;;;6;2,2
"2024-05-01 20:00:00";612;;;;4;2,1
"2024-05-01 21:00:00";573;;;;5;2,1
"2024-05-01 22:00:00";563;;;;9;2,0
"2024-05-01 23:00:00";579;;;;9;2,1
"2024-05-02 00:00:00";571;;;;11;2,3
"2024-05-02 01:00:00";562;;;;10;1,9
"2024-05-02 02:00:00";560;;;;6;2,0
"2024-05-02 03:00:00";567;;;;6;2,1
"2024-05-02 04:00:00";569;;;;4;2,1
"2024-05-02 05:00:00";587;;;;4;2,1
"2024-05-02 06:00:00";601;;;;4;2,1
"2024-05-02 07:00:00";606;;;;5;2,1
"2024-05-02 08:00:00";592;;;;11;2,0
"2024-05-02 09:00:00";584;;;;12;2,2
"2024-05-02 10:00:00";582;;;;15;2,3
"2024-05-02 11:00:00";615;;;;13;1,9
"2024-05-02 12:00:00";552;;;;8;2,2
"2024-05-02 13:00:00";532;;;;7;2,2
"2024-05-02 14:00:00";537;;;;5;2,3
"2024-05-02 15:00:00";537;;;;5;2,2
"2024-05-02 16:00:00";541;;;;5;2,2
"2024-05-02 17:00:00";546;;;;4;2,3
"2024-05-02 18:00:00";546;;;;4;2,3
"2024-05-02 19:00:00";578;;;;4;2,2
"2024-05-02 20:00:00";637;;;;3;2,3
"2024-05-02 21:00:00";676;;;;4;2,3
"2024-05-02 22:00:00";621;;;;9;2,4
"2024-05-02 23:00:00";598;;;;10;2,3
"2024-05-03 00:00:00";588;;;;14;2,2
"2024-05-03 01:00:00";594;;;;12;2,4
"2024-05-03 02:00:00";595;;;;8;2,2
"2024-05-03 03:00:00";596;;;;8;2,2
"2024-05-03 04:00:00";591;;;;8;2,2
"2024-05-03 05:00:00";607;;;;8;2,2
"2024-05-03 06:00:00";619;;;;6;2,3
"2024-05-03 07:00:00";622;;;;7;2,3
"2024-05-03 08:00:00";603;;;;10;2,5
"2024-05-03 09:00:00";605;;;;10;2,3
"2024-05-03 10:00:00";610;;;;13;2,4
"2024-05-03 11:00:00";606;;;;12;2,3
"2024-05-03 12:00:00";604;;;;7;2,3
"2024-05-03 13:00:00";594;;;;7;2,3
"2024-05-03 14:00:00";576;;;;4;2,4
"2024-05-03 15:00:00";555;;;;5;2,3
"2024-05-03 16:00:00";555;;;;8;2,4
"2024-05-03 17:00:00";547;;;;7;2,4
"2024-05-03 18:00:00";579;;;;5;2,2
"2024-05-03 19:00:00";669;;;;4;2,2
"2024-05-03 20:00:00";683;;;;4;2,2
"2024-05-03 21:00:00";723;;;;5;2,2
"2024-05-03 22:00:00";666;;;;11;2,2
"2024-05-03 23:00:00";630;;;;11;2,2
"2024-05-04 00:00:00";651;;;;14;2,2
"2024-05-04 01:00:00";655;;;;14;2,1
"2024-05-04 02:00:00";624;;;;41;2,1
"2024-05-04 03:00:00";619;;;;37;1,9
"2024-05-04 04:00:00";623;;;;21;2,1
"2024-05-04 05:00:00";634;;;;20;2,1
"2024-05-04 06:00:00";627;;;;18;2,1
"2024-05-04 07:00:00";621;;;;18;2,7
"2024-05-04 08:00:00";629;;;;18;2,5
"2024-05-04 09:00:00";652;;;;19;2,6
"2024-05-04 10:00:00";649;;;;20;2,6
"2024-05-04 11:00:00";610;;;;19;2,4
"2024-05-04 12:00:00";597;;;;15;2,5
"2024-05-04 13:00:00";576;;;;15;2,3
"2024-05-04 14:00:00";575;;;;13;2,4
"2024-05-04 15:00:00";575;;;;13;2,3
"2024-05-04 16:00:00";576;;;;11;2,2
"2024-05-04 17:00:00";565;;;;11;2,1
"2024-05-04 18:00:00";579;;;;14;2,3
"2024-05-04 19:00:00";666;;;;14;2,3
"2024-05-04 20:00:00";712;;;;14;2,4
"2024-05-04 21:00:00";854;;;;15;2,4
"2024-05-04 22:00:00";817;;;;18;2,3
